instance_token,x_rel,y_rel,speed,heading,timestamp,category_0,category_1
163b7c695f7243779ef5e5f0fd844063,571701.5037922895,5367870.178212356,2.464305835751199e-07,-0.3679992160666255,1695473384697766,1,0
163b7c695f7243779ef5e5f0fd844063,571701.5021162453,5367870.2252907725,9.407856433998975e-08,1.606382413906593,1695473385198499,1,0
163b7c695f7243779ef5e5f0fd844063,571701.5307343107,5367870.177846164,1.1069112902364363e-07,-1.0280352766352043,1695473385699058,1,0
163b7c695f7243779ef5e5f0fd844063,571701.4780167957,5367870.186871176,1.0686119937330059e-07,2.972040624102575,1695473386199562,1,0
163b7c695f7243779ef5e5f0fd844063,571701.3929400849,5367870.1831753645,1.704707284409271e-07,-3.098179022131309,1695473386699102,1,0
163b7c695f7243779ef5e5f0fd844063,571701.4432538054,5367870.177478177,1.0141206881252045e-07,-0.11275302596498983,1695473387198404,1,0
531213aa32f6454ca801fe124bc8633e,571700.2157364473,5367851.867148938,0.0,0.0,1695473372698161,1,0
531213aa32f6454ca801fe124bc8633e,571700.2794592022,5367851.849117225,1.3232110503094084e-07,-0.27576188410194563,1695473373198647,1,0
531213aa32f6454ca801fe124bc8633e,571700.234037581,5367851.740275488,2.360515978045432e-07,-1.9661423415537376,1695473373698280,1,0
531213aa32f6454ca801fe124bc8633e,571700.243674017,5367851.759537079,4.310216903292126e-08,1.106914478451831,1695473374197968,1,0
531213aa32f6454ca801fe124bc8633e,571700.1964016748,5367851.849708283,2.0351046844258547e-07,2.0536559704394644,1695473374698243,1,0
531213aa32f6454ca801fe124bc8633e,571700.2245619142,5367851.843351317,5.772256321873042e-08,-0.22202118136949722,1695473375198374,1,0
531213aa32f6454ca801fe124bc8633e,571700.4057982751,5367851.942919919,4.137602115378797e-07,0.5023711927182558,1695473375698147,1,0
531213aa32f6454ca801fe124bc8633e,571700.4504188618,5367851.948287664,8.99171301823541e-08,0.1197221856194377,1695473376197966,1,0
531213aa32f6454ca801fe124bc8633e,571700.434502223,5367851.8278828785,2.4287537743991723e-07,-1.7022270239852568,1695473376698026,1,0
531213aa32f6454ca801fe124bc8633e,571700.4976662633,5367851.872071914,1.5404594792664096e-07,0.6104518596861169,1695473377198440,1,0
531213aa32f6454ca801fe124bc8633e,571700.6470280872,5367851.97519699,3.625926544279275e-07,0.6042796309827864,1695473377699013,1,0
531213aa32f6454ca801fe124bc8633e,571700.3263396593,5367851.985787431,6.410200959010033e-07,3.1085805700608113,1695473378199564,1,0
531213aa32f6454ca801fe124bc8633e,571700.3746533609,5367851.943144636,1.289683441421006e-07,-0.7231312949038354,1695473378699228,1,0
531213aa32f6454ca801fe124bc8633e,571700.3622878904,5367851.9713370195,6.165875966704935e-08,1.984138337672661,1695473379198508,1,0
531213aa32f6454ca801fe124bc8633e,571700.5742032487,5367852.044423607,4.4894335675010537e-07,0.3321114511211135,1695473379697824,1,0
531213aa32f6454ca801fe124bc8633e,571700.4621329296,5367852.059948052,2.2657139456655744e-07,3.0039444891012237,1695473380197183,1,0
531213aa32f6454ca801fe124bc8633e,571700.3154602337,5367851.859718388,4.959004594701324e-07,-2.2030175570124357,1695473380697693,1,0
531213aa32f6454ca801fe124bc8633e,571700.3710831748,5367851.977001947,2.593102901525026e-07,1.1279516570448829,1695473381198271,1,0
531213aa32f6454ca801fe124bc8633e,571700.3474461214,5367852.00721586,7.667203538489128e-08,2.2346655829286557,1695473381698601,1,0
531213aa32f6454ca801fe124bc8633e,571700.4026762343,5367852.001824401,1.1093159095897892e-07,-0.09730978912333058,1695473382198843,1,0
531213aa32f6454ca801fe124bc8633e,571700.4150682641,5367851.968990828,7.024904224707738e-08,-1.2099061667022875,1695473382698412,1,0
531213aa32f6454ca801fe124bc8633e,571700.3986076183,5367851.978635266,3.8189576868511926e-08,2.6115987099915983,1695473383197971,1,0
531213aa32f6454ca801fe124bc8633e,571700.4630613734,5367851.939920668,1.5047480644852577e-07,-0.5409024445337158,1695473383697637,1,0
531213aa32f6454ca801fe124bc8633e,571700.490876719,5367852.069891414,2.66019741969987e-07,1.3599643656063303,1695473384197276,1,0
531213aa32f6454ca801fe124bc8633e,571700.6008532896,5367852.024700356,2.375660733661705e-07,-0.38988057856025804,1695473384697766,1,0
531213aa32f6454ca801fe124bc8633e,571700.6480372454,5367852.078867773,1.4346201653545307e-07,0.854192897194633,1695473385198499,1,0
531213aa32f6454ca801fe124bc8633e,571700.6179473108,5367852.091649164,6.531102134746867e-08,2.739914291036398,1695473385699058,1,0
531213aa32f6454ca801fe124bc8633e,571700.6066997957,5367852.044887175,9.609441017231437e-08,-1.8068394251434243,1695473386199562,1,0
531213aa32f6454ca801fe124bc8633e,571700.4754210849,5367852.026303364,2.654192821084395e-07,-3.000967054665313,1695473386699102,1,0
531213aa32f6454ca801fe124bc8633e,571700.3314158054,5367851.862217177,4.3724203041053667e-07,-2.29110815674878,1695473387198404,1,0
531213aa32f6454ca801fe124bc8633e,571700.0844411319,5367851.843213646,4.960960175715384e-07,-3.064798707754265,1695473387697712,1,0
531213aa32f6454ca801fe124bc8633e,571700.2285989486,5367851.939256503,3.4680308851265117e-07,0.5877030950292075,1695473388197193,1,0
531213aa32f6454ca801fe124bc8633e,571700.2351242218,5367851.904234765,7.118383504282388e-08,-1.3865879112062522,1695473388697650,1,0
531213aa32f6454ca801fe124bc8633e,571699.917039365,5367851.726577106,7.277347581160072e-07,-2.6322295486763827,1695473389198293,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571700.8574884472,5367866.8749299375,0.0,0.0,1695473372698161,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571700.8985342021,5367866.822689225,1.327445369673049e-07,-0.9048332349923915,1695473373198647,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571700.939422581,5367866.729810488,2.031103525074469e-07,-1.1560934131425875,1695473373698280,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571700.9712870171,5367866.75515408,8.1479091393476e-08,0.6719032148696779,1695473374197968,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571700.9787956747,5367866.859560283,2.0923663533770482e-07,1.4990021985551514,1695473374698243,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0038319142,5367866.811360316,1.0860027330525977e-07,-1.0917302155989428,1695473375198374,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0943362751,5367866.904635919,2.6005172772783177e-07,0.8004761505079708,1695473375698147,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0611198618,5367866.966944664,1.4127025695212882e-07,2.0605672459662228,1695473376197966,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.082808223,5367866.946190878,6.002960658752019e-08,-0.7633817416760061,1695473376698026,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1050252634,5367866.902386915,9.815078393885998e-08,-1.101411306158919,1695473377198440,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0786190872,5367866.91048199,5.517503095488394e-08,2.844128498073938,1695473377699013,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0915076593,5367866.95420943,9.107428795714073e-08,1.2841648894710553,1695473378199564,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1007543609,5367867.025392637,1.4365907412430855e-07,1.4416196195203301,1695473378699228,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0325748904,5367867.01704502,1.3757529572602645e-07,-3.019763078395721,1695473379198508,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1668442487,5367867.034333607,2.711265533640359e-07,0.1280558915148619,1695473379697824,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1075659296,5367867.100449053,1.7782494489152153e-07,2.3017231778391514,1695473380197183,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1087402337,5367867.041800388,1.1720129405898462e-07,-1.550776311495823,1695473380697693,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0828331748,5367867.084171947,9.92135469521756e-08,2.119574724796714,1695473381198271,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1295031214,5367867.128789861,1.2904797091146542e-07,0.7629232436248983,1695473381698601,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1306982342,5367867.072209402,1.131314027249705e-07,-1.5496771071184974,1695473382198843,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1596082641,5367867.025154828,1.1054750340315539e-07,-1.019860454100275,1695473382698412,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1240916182,5367867.046124266,8.256280717430943e-08,2.6082533080324777,1695473383197971,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1619843735,5367867.055898667,7.831852433562511e-08,0.252446031985429,1695473383697637,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.199154719,5367867.190211413,2.7892381378770795e-07,1.3008087728117104,1695473384197276,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1966052896,5367867.115380356,1.4960233605749985e-07,-1.6048522899435735,1695473384697766,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.2571942454,5367867.139463773,1.3020899904351414e-07,0.3783394713123105,1695473385198499,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.2404463107,5367867.124104165,4.5398595794037333e-08,-2.3994074477057477,1695473385699058,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.2418797957,5367867.134244176,2.04610455067342e-08,1.4303577880420766,1695473386199562,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.1201380849,5367867.122664364,2.4480761147474873e-07,-3.0467600984485967,1695473386699102,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.0967268054,5367867.027163176,1.9693264041717196e-07,-1.8111968347361755,1695473387198404,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571701.168385132,5367867.144013645,2.745255099666153e-07,1.0206924942749025,1695473387697712,1,0
6abe4da0c68f49e1bbed0cfa5f8491ff,571700.8855939487,5367867.049739503,5.968022284884741e-07,-2.819808956220068,1695473388197193,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.4686934472,5367854.860324938,0.0,0.0,1695473372698161,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.3028672022,5367854.725560226,4.26948416860544e-07,-2.4591639093710547,1695473373198647,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.563195581,5367854.770406488,5.287139303004501e-07,0.17059367457369562,1695473373698280,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.587136017,5367854.78983108,6.169753666493723e-08,0.6816365168300401,1695473374197968,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.5394936748,5367854.861424283,1.7189824159601465e-07,2.157962393322977,1695473374698243,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.4845769142,5367854.844556317,1.1486775280666722e-07,-2.843584487364938,1695473375198374,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.5608462752,5367854.90110192,1.899748543462366e-07,0.637970110461366,1695473375698147,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.6007958618,5367854.933468664,1.0286866562926024e-07,0.6809233743025965,1695473376197966,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.587808223,5367854.893418878,8.419593191759062e-08,-1.8843835219007068,1695473376698026,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.6761122632,5367854.875842915,1.7992343122213367e-07,-0.19647152003991544,1695473377198440,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.6615770872,5367854.87306599,2.9562246461065424e-08,-2.9528188708499226,1695473377699013,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571701.1429836593,5367855.10933943,1.0713442983239096e-06,0.4562590419529723,1695473378199564,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.5285953609,5367854.930026636,1.2809014824731867e-06,-2.8576242401505905,1695473378699228,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7118308904,5367855.101930019,5.032225303462673e-07,0.7534999333217337,1695473379198508,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7238902487,5367855.150350607,9.993613992607265e-08,1.3267078784724293,1695473379697824,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7157619296,5367855.238633052,1.7753930544885677e-07,1.662609219529637,1695473380197183,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7297032337,5367855.064892388,3.482430047453239e-07,-1.490725852299746,1695473380697693,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7333601748,5367855.118580948,1.075016480021692e-07,1.5027873998657761,1695473381198271,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7582601215,5367855.1408658605,6.678778924456213e-08,0.7300337654907845,1695473381698601,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7586922343,5367855.154039402,2.6348499603586813e-08,1.5380065128633378,1695473382198843,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.702845264,5367855.136586828,1.1712192148515554e-07,-2.8387013385498436,1695473382698412,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7569876183,5367855.153252266,1.1339840852401747e-07,0.2986044189464459,1695473383197971,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7660943735,5367855.160364667,2.3125552471904883e-08,0.6630494164191747,1695473383697637,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.817043719,5367855.161838413,1.0201496597554224e-07,0.028917652014332634,1695473384197276,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.8706262896,5367855.209061356,1.42704095960328e-07,0.722393570560991,1695473384697766,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.8327112454,5367855.117585773,1.9775385544990302e-07,-1.9637250852570294,1695473385198499,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.7621103107,5367855.098969164,1.458652771728517e-07,-2.8837733759125666,1695473385699058,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.8734517957,5367855.115233175,2.2481954895484364e-07,0.1450473982904056,1695473386199562,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.6734190849,5367855.012428365,4.5022267298656423e-07,-2.6668553405173636,1695473386699102,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.5591818054,5367854.913148176,3.0312242826745446e-07,-2.4261311430002834,1695473387198404,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.3230801319,5367854.9464716455,4.775443613700678e-07,3.0013784723899177,1695473387697712,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571700.0270569486,5367854.791197503,6.692447021486103e-07,-2.6585112501801325,1695473388197193,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571699.6951832217,5367854.624337765,7.42241082974184e-07,-2.675722880777842,1695473388697650,1,0
7ef9eb1f54f74ff89cfcb1f6a173d80b,571699.8766253651,5367854.716301106,4.0631163814708463e-07,0.4691099062662461,1695473389198293,1,0
9caa791504f649619080abb71419f108,571699.9655454472,5367848.6812209375,0.0,0.0,1695473372698161,1,0
9caa791504f649619080abb71419f108,571700.0299442022,5367848.640456226,1.5228506416646838e-07,-0.5643347761396464,1695473373198647,1,0
9caa791504f649619080abb71419f108,571700.0356265809,5367848.569011488,1.434460020346481e-07,-1.4914281011858392,1695473373698280,1,0
9caa791504f649619080abb71419f108,571700.0214000171,5367848.63729708,1.3959075591518213e-07,1.7761973143106191,1695473374197968,1,0
9caa791504f649619080abb71419f108,571700.0103616748,5367848.746291283,2.18983016360466e-07,1.6717267812154464,1695473374698243,1,0
9caa791504f649619080abb71419f108,571700.0453889142,5367848.719177317,8.856741862137409e-08,-0.6587364698049992,1695473375198374,1,0
9caa791504f649619080abb71419f108,571700.0182202752,5367848.7361279195,6.407463228249499e-08,2.5837823887236158,1695473375698147,1,0
9caa791504f649619080abb71419f108,571700.2000048618,5367848.736896664,3.637040850519519e-07,0.004228850302663601,1695473376197966,1,0
9caa791504f649619080abb71419f108,571700.131395223,5367848.622131878,2.6738697587377653e-07,-2.109617469889646,1695473376698026,1,0
9caa791504f649619080abb71419f108,571700.1224592633,5367848.596191915,5.4826565351292954e-08,-1.902550670222689,1695473377198440,1,0
9caa791504f649619080abb71419f108,571700.1959170873,5367848.681635991,2.251016751260786e-07,0.8606873550655657,1695473377699013,1,0
9caa791504f649619080abb71419f108,571700.3196466593,5367848.777937431,3.1323398875883206e-07,0.6613821323426843,1695473378199564,1,0
9caa791504f649619080abb71419f108,571700.2676473609,5367848.884182637,2.3673440777934202e-07,2.0259500139336692,1695473378699228,1,0
9caa791504f649619080abb71419f108,571700.3235798904,5367848.80264002,1.9804915308482643e-07,-0.9695758428049142,1695473379198508,1,0
9caa791504f649619080abb71419f108,571700.3124142487,5367848.748711607,1.102952478826354e-07,-1.7749572533324547,1695473379697824,1,0
9caa791504f649619080abb71419f108,571700.3168099297,5367848.833847052,1.7071655369486284e-07,1.519210513553262,1695473380197183,1,0
9caa791504f649619080abb71419f108,571700.3254472337,5367848.768260388,1.321710978177857e-07,-1.439856829241605,1695473380697693,1,0
9caa791504f649619080abb71419f108,571700.2877681748,5367848.828893947,1.4260965144059958e-07,2.126818928936801,1695473381198271,1,0
9caa791504f649619080abb71419f108,571700.2453371214,5367848.8381148605,8.678555719404436e-08,2.9276046365687987,1695473381698601,1,0
9caa791504f649619080abb71419f108,571700.3956162343,5367848.857858402,3.029943686225947e-07,0.1306309882704516,1695473382198843,1,0
9caa791504f649619080abb71419f108,571700.3658002642,5367848.818854828,9.827372983403936e-08,-2.223476433545035,1695473382698412,1,0
9caa791504f649619080abb71419f108,571700.2931816182,5367848.807603266,1.471000166981854e-07,-2.9878745527179995,1695473383197971,1,0
9caa791504f649619080abb71419f108,571700.3836633735,5367848.813057668,1.814131975413827e-07,0.06020892200641757,1695473383697637,1,0
9caa791504f649619080abb71419f108,571700.435542719,5367848.952432414,2.9764917314600126e-07,1.2144570911879427,1695473384197276,1,0
9caa791504f649619080abb71419f108,571700.8027192896,5367848.994825356,7.385077431401717e-07,0.11494759981544797,1695473384697766,1,0
9caa791504f649619080abb71419f108,571700.9764812454,5367849.100234773,4.0587448277169506e-07,0.5452810941878845,1695473385198499,1,0
9caa791504f649619080abb71419f108,571701.3344233107,5367849.214478165,7.506235756616702e-07,0.30894738310218467,1695473385699058,1,0
9caa791504f649619080abb71419f108,571701.3861887957,5367849.340043175,2.713603194217677e-07,1.1797654989661894,1695473386199562,1,0
9caa791504f649619080abb71419f108,571701.5697530849,5367849.385516364,3.785739307776224e-07,0.2428349344450387,1695473386699102,1,0
9caa791504f649619080abb71419f108,571701.6383788054,5367849.337069176,1.6824224138214241e-07,-0.6147164703624998,1695473387198404,1,0
9caa791504f649619080abb71419f108,571701.635058132,5367849.428949646,1.8413575711572817e-07,1.6069218353246828,1695473387697712,1,0
9caa791504f649619080abb71419f108,571701.5375459486,5367849.401239503,2.0295659767544906e-07,-2.8647203119858298,1695473388197193,1,0
9caa791504f649619080abb71419f108,571700.2482862218,5367848.839351765,2.8101941627492426e-06,-2.730591508493819,1695473388697650,1,0
9caa791504f649619080abb71419f108,571700.3845033651,5367848.855542107,2.739995078925178e-07,0.11830185968753928,1695473389198293,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.6552714471,5367863.905326937,0.0,0.0,1695473372698161,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.7686532022,5367863.887888226,2.2920720902863973e-07,-0.1526093908571812,1695473373198647,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.756527581,5367863.783849488,2.0963981438511727e-07,-1.6868219637353365,1695473373698280,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.844918017,5367863.8163360795,1.884603485943209e-07,0.35221013057372386,1695473374197968,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.8614866749,5367863.934338283,2.3818844922391523e-07,1.4312985515979488,1695473374698243,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.8287439143,5367863.921535317,7.029528852989422e-08,-2.768854415083968,1695473375198374,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.8607552751,5367864.09345092,3.4989991154028587e-07,1.3867007227938104,1695473375698147,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.8712418618,5367864.075970664,4.078376430268964e-08,-1.0304427397814655,1695473376197966,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.918291223,5367864.011321878,1.598946378022495e-07,-0.941675739187288,1695473376698026,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9695272633,5367863.995161914,1.0735925693873929e-07,-0.30552674690970716,1695473377198440,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9232870872,5367864.015488991,1.0090602105913931e-07,2.7274228536253116,1695473377699013,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9922766592,5367864.09300243,2.0730847636521924e-07,0.8435148446598572,1695473378199564,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.8875743609,5367864.079304636,2.1133103709816358e-07,-3.0115053611919214,1695473378699228,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.7956318904,5367864.06489202,1.8639892131066728e-07,-2.9861011334604117,1695473379198508,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9150722487,5367864.114769608,2.5922735572265025e-07,0.39558108991580715,1695473379697824,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9475589296,5367864.195865053,1.7494526460706694e-07,1.189774455555857,1695473380197183,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9837522337,5367864.121221388,1.657421480105368e-07,-1.1193168095296613,1695473380697693,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9863361748,5367864.173616948,1.0479732632125554e-07,1.5215202167875745,1695473381198271,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.9848491214,5367864.20438986,6.157700146017357e-08,1.61908221706003,1695473381698601,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.0671812342,5367864.1972384015,1.6520428308470806e-07,-0.08664363862058497,1695473382198843,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.0369152641,5367864.123345829,1.5983926896272918e-07,-1.959546116750091,1695473382698412,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.0080786182,5367864.163371266,9.874991256571065e-08,2.195120937923695,1695473383197971,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.0664293735,5367864.136452667,1.2860706078618746e-07,-0.43223088533850945,1695473383697637,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.065011719,5367864.313333414,3.5402846280665534e-07,1.578810902305184,1695473384197276,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.2244512896,5367864.256608356,3.3812813781514294e-07,-0.34181276787874326,1695473384697766,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.2898872454,5367864.269924773,1.3335884848636243e-07,0.20076160470776283,1695473385198499,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.3227113107,5367864.314138165,1.1000862763257444e-07,0.9321763581408742,1695473385699058,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.2843057957,5367864.323481175,7.897165656883875e-08,2.9029555928081354,1695473386199562,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.0443960848,5367864.218599364,5.241495303497129e-07,-2.7294575400811723,1695473386699102,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.8817628054,5367864.0937831765,4.105910593027545e-07,-2.487004081702339,1695473387198404,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571701.083763132,5367864.2394656455,4.987968042021594e-07,0.6248123666317572,1695473387697712,1,0
c22a55bb38c54e65bbbf1f58314aac2d,571700.7933859486,5367864.161860503,6.017617735261569e-07,-2.880439820973312,1695473388197193,1,0
cd884dbf50d043d1b45f0fca55be4a49,571700.6209214472,5367860.943918938,0.0,0.0,1695473372698161,1,0
cd884dbf50d043d1b45f0fca55be4a49,571700.7027002022,5367860.914058225,1.7395072848113188e-07,-0.3500985848076348,1695473373198647,1,0
cd884dbf50d043d1b45f0fca55be4a49,571700.672126581,5367860.819081488,1.9969934848553907e-07,-1.882227647545046,1695473373698280,1,0
cd884dbf50d043d1b45f0fca55be4a49,571700.711859017,5367860.86149608,1.1630792464950165e-07,0.8180372392769839,1695473374197968,1,0
